feature,missing_ratio_train,dtype,nunique_train
cc_name_contract_status_approved_mean,0.7173885472525828,float64,6
cc_name_contract_status_demand_sum,0.7173885472525828,float64,14
cc_name_contract_status_refused_mean,0.7173885472525828,float64,14
cc_name_contract_status_demand_mean,0.7173885472525828,float64,16
cc_cnt_instalment_mature_cum_min,0.7173885472525828,float64,28
cc_cnt_drawings_other_current_sum,0.7173885472525828,float64,31
cc_name_contract_status_sent_proposal_mean,0.7173885472525828,float64,34
cc_name_contract_status_completed_sum,0.7173885472525828,float64,40
cc_cnt_drawings_current_min,0.7173885472525828,float64,43
cc_name_contract_status_signed_sum,0.7173885472525828,float64,43
cc_sk_dpd_def_max,0.7173885472525828,float64,52
cc_amt_credit_limit_actual_max,0.7173885472525828,float64,54
cc_months_balance_min,0.7173885472525828,float64,96
cc_name_contract_status_active_sum,0.7173885472525828,float64,103
cc_cnt_drawings_current_max,0.7173885472525828,float64,119
cc_cnt_instalment_mature_cum_max,0.7173885472525828,float64,120
cc_count,0.7173885472525828,float64,128
cc_amt_credit_limit_actual_min,0.7173885472525828,float64,161
cc_cnt_drawings_atm_current_sum,0.7173885472525828,float64,163
cc_sk_dpd_def_sum,0.7173885472525828,float64,217
cc_name_contract_status_signed_mean,0.7173885472525828,float64,252
cc_sk_dpd_max,0.7173885472525828,float64,409
cc_months_balance_mean,0.7173885472525828,float64,459
cc_cnt_drawings_pos_current_sum,0.7173885472525828,float64,532
cc_cnt_drawings_current_sum,0.7173885472525828,float64,548
cc_months_balance_sum,0.7173885472525828,float64,697
cc_name_contract_status_completed_mean,0.7173885472525828,float64,925
cc_name_contract_status_active_mean,0.7173885472525828,float64,1004
cc_sk_dpd_sum,0.7173885472525828,float64,1464
cc_amt_payment_total_current_min,0.7173885472525828,float64,1507
cc_sk_dpd_def_mean,0.7173885472525828,float64,1548
cc_amt_drawings_current_min,0.7173885472525828,float64,2066
cc_amt_drawings_other_current_sum,0.7173885472525828,float64,2066
cc_amt_inst_min_regularity_min,0.7173885472525828,float64,2358
cc_amt_credit_limit_actual_sum,0.7173885472525828,float64,2440
cc_sk_dpd_mean,0.7173885472525828,float64,3606
cc_cnt_instalment_mature_cum_sum,0.7173885472525828,float64,4925
cc_amt_drawings_atm_current_sum,0.7173885472525828,float64,5016
cc_cnt_drawings_current_mean,0.7173885472525828,float64,6584
cc_amt_receivable_principal_min,0.7173885472525828,float64,8523
cc_amt_credit_limit_actual_mean,0.7173885472525828,float64,11313
cc_amt_balance_min,0.7173885472525828,float64,11608
cc_cnt_instalment_mature_cum_mean,0.7173885472525828,float64,13923
cc_amt_total_receivable_min,0.7173885472525828,float64,19918
cc_amt_recivable_min,0.7173885472525828,float64,19919
cc_amt_drawings_current_max,0.7173885472525828,float64,24117
cc_amt_payment_total_current_max,0.7173885472525828,float64,30350
cc_amt_drawings_pos_current_sum,0.7173885472525828,float64,31662
cc_amt_inst_min_regularity_max,0.7173885472525828,float64,32000
cc_amt_drawings_current_sum,0.7173885472525828,float64,40377
cc_amt_receivable_principal_max,0.7173885472525828,float64,46271
cc_amt_drawings_current_mean,0.7173885472525828,float64,49079
cc_amt_payment_total_current_sum,0.7173885472525828,float64,52950
cc_amt_payment_current_sum,0.7173885472525828,float64,54234
cc_amt_inst_min_regularity_sum,0.7173885472525828,float64,56353
cc_amt_recivable_max,0.7173885472525828,float64,56412
cc_amt_total_receivable_max,0.7173885472525828,float64,56422
cc_amt_balance_max,0.7173885472525828,float64,56722
cc_amt_inst_min_regularity_mean,0.7173885472525828,float64,57389
cc_amt_receivable_principal_sum,0.7173885472525828,float64,57769
cc_amt_payment_total_current_mean,0.7173885472525828,float64,57833
cc_amt_receivable_principal_mean,0.7173885472525828,float64,58549
cc_amt_balance_sum,0.7173885472525828,float64,58811
cc_amt_total_receivable_sum,0.7173885472525828,float64,58868
cc_amt_recivable_sum,0.7173885472525828,float64,58870
cc_amt_balance_mean,0.7173885472525828,float64,59467
cc_amt_recivable_mean,0.7173885472525828,float64,59521
cc_amt_total_receivable_mean,0.7173885472525828,float64,59521
refused_cnt_payment_mean,0.7022311687213625,float64,1091
refused_amt_annuity_max,0.7022311687213625,float64,43628
refused_amt_annuity_min,0.7022311687213625,float64,43719
refused_amt_annuity_mean,0.7022311687213625,float64,66267
buro_months_balance_max_max,0.7000686163241813,float64,91
buro_months_balance_min_min,0.7000686163241813,float64,97
buro_status_4_mean_mean,0.7000686163241813,float64,1163
buro_status_3_mean_mean,0.7000686163241813,float64,1504
buro_status_5_mean_mean,0.7000686163241813,float64,1681
buro_status_2_mean_mean,0.7000686163241813,float64,2856
buro_months_balance_size_mean,0.7000686163241813,float64,5673
buro_status_1_mean_mean,0.7000686163241813,float64,13641
buro_status_x_mean_mean,0.7000686163241813,float64,41962
buro_status_c_mean_mean,0.7000686163241813,float64,51205
buro_status_0_mean_mean,0.7000686163241813,float64,60712
commonarea_mode,0.6987223055084925,float64,3128
commonarea_avg,0.6987223055084925,float64,3181
commonarea_medi,0.6987223055084925,float64,3202
refused_amt_goods_price_max,0.6968231617491635,float64,17298
refused_amt_goods_price_min,0.6968231617491635,float64,18615
refused_amt_goods_price_mean,0.6968231617491635,float64,31593
nonlivingapartments_mode,0.69433216154429,float64,167
nonlivingapartments_medi,0.69433216154429,float64,214
nonlivingapartments_avg,0.69433216154429,float64,386
refused_app_credit_perc_min,0.6898932382027075,float64,20400
refused_app_credit_perc_max,0.6898932382027075,float64,22655
refused_app_credit_perc_mean,0.6898932382027075,float64,43019
livingapartments_mode,0.683551919143304,float64,736
livingapartments_medi,0.683551919143304,float64,1097
livingapartments_avg,0.683551919143304,float64,1868
floorsmin_mode,0.6784886197712572,float64,25
floorsmin_medi,0.6784886197712572,float64,47
floorsmin_avg,0.6784886197712572,float64,305
refused_hour_appr_process_start_min,0.6738610828371386,float64,24
refused_hour_appr_process_start_max,0.6738610828371386,float64,24
refused_sk_id_prev_nunique,0.6738610828371386,float64,45
refused_count,0.6738610828371386,float64,45
new_refusal_rate,0.6738610828371386,float64,396
refused_cnt_payment_sum,0.6738610828371386,float64,432
refused_hour_appr_process_start_mean,0.6738610828371386,float64,988
refused_days_decision_min,0.6738610828371386,float64,2921
refused_days_decision_max,0.6738610828371386,float64,2921
refused_amt_application_max,0.6738610828371386,float64,17300
refused_days_decision_mean,0.6738610828371386,float64,17438
refused_amt_application_min,0.6738610828371386,float64,17558
refused_amt_credit_min,0.6738610828371386,float64,24217
refused_amt_credit_max,0.6738610828371386,float64,24804
refused_amt_application_mean,0.6738610828371386,float64,32294
refused_amt_credit_mean,0.6738610828371386,float64,53223
years_build_avg,0.6649799841954818,float64,149
years_build_medi,0.6649799841954818,float64,151
years_build_mode,0.6649799841954818,float64,154
own_car_age,0.6599101809064509,float64,62
active_amt_credit_max_overdue_mean,0.6226524924635862,float64,24484
landarea_avg,0.5937685971376261,float64,3527
landarea_medi,0.5937685971376261,float64,3560
landarea_mode,0.5937685971376261,float64,3563
basementarea_medi,0.5851639149677893,float64,3772
basementarea_avg,0.5851639149677893,float64,3780
basementarea_mode,0.5851639149677893,float64,3841
ext_source_1,0.5638115555093055,float64,114583
nonlivingarea_avg,0.5517923169228668,float64,3290
nonlivingarea_medi,0.5517923169228668,float64,3323
nonlivingarea_mode,0.5517923169228668,float64,3327
active_days_credit_var,0.5348301014285853,float64,81495
elevators_mode,0.5329634772541764,float64,26
elevators_medi,0.5329634772541764,float64,46
elevators_avg,0.5329634772541764,float64,257
closed_amt_credit_max_overdue_mean,0.523467758457531,float64,38334
apartments_mode,0.5075006422618021,float64,760
apartments_medi,0.5075006422618021,float64,1148
apartments_avg,0.5075006422618021,float64,2339
entrances_mode,0.5034909774411639,float64,30
entrances_medi,0.5034909774411639,float64,46
entrances_avg,0.5034909774411639,float64,285
livingarea_avg,0.5019365412819871,float64,5199
livingarea_medi,0.5019365412819871,float64,5281
livingarea_mode,0.5019365412819871,float64,5301
floorsmax_mode,0.4976114364876247,float64,25
floorsmax_medi,0.4976114364876247,float64,49
floorsmax_avg,0.4976114364876247,float64,403
years_beginexpluatation_mode,0.4878132855512232,float64,221
years_beginexpluatation_medi,0.4878132855512232,float64,245
years_beginexpluatation_avg,0.4878132855512232,float64,285
totalarea_mode,0.4826881989678284,float64,5116
closed_days_credit_var,0.42552202063692857,float64,132517
buro_amt_credit_max_overdue_mean,0.4020233685737235,float64,55315
active_amt_credit_sum_limit_mean,0.38627738555545077,float64,36949
closed_amt_credit_sum_limit_mean,0.35296432276338424,float64,2568
active_amt_credit_sum_debt_max,0.3284380518167066,float64,138481
active_amt_credit_sum_debt_mean,0.3284380518167066,float64,158600
active_days_credit_enddate_min,0.3229975252595876,float64,9054
active_days_credit_enddate_max,0.3229975252595876,float64,12287
active_days_credit_enddate_mean,0.3229975252595876,float64,46405
approved_app_credit_perc_var,0.3065491192070424,float64,196985
new_active_debt_ratio,0.30386300149264894,float64,178380
active_amt_credit_sum_max,0.29385347325426736,float64,44488
active_amt_credit_sum_mean,0.29385347325426736,float64,99483
active_cnt_credit_prolong_sum,0.29385022129577537,float64,10
active_count,0.29385022129577537,float64,22
active_months_balance_size_sum,0.29385022129577537,float64,379
active_credit_day_overdue_max,0.29385022129577537,float64,761
active_credit_day_overdue_mean,0.29385022129577537,float64,1141
active_amt_credit_sum_overdue_mean,0.29385022129577537,float64,1558
active_days_credit_max,0.29385022129577537,float64,2907
active_days_credit_min,0.29385022129577537,float64,2922
active_days_credit_update_mean,0.29385022129577537,float64,12999
active_days_credit_mean,0.29385022129577537,float64,20978
active_amt_credit_sum_limit_sum,0.29385022129577537,float64,36046
active_amt_credit_sum_sum,0.29385022129577537,float64,95920
active_amt_credit_sum_debt_sum,0.29385022129577537,float64,153497
closed_amt_credit_sum_debt_max,0.29000315439973723,float64,4761
closed_amt_credit_sum_debt_mean,0.29000315439973723,float64,6343
buro_days_credit_var,0.2604558595414088,float64,190415
closed_days_credit_enddate_min,0.2564754623471986,float64,5566
closed_days_credit_enddate_max,0.2564754623471986,float64,9563
closed_days_credit_enddate_mean,0.2564754623471986,float64,55928
prev_app_credit_perc_var,0.25381536030074114,float64,213135
closed_cnt_credit_prolong_sum,0.2515259815223718,float64,7
closed_count,0.2515259815223718,float64,53
closed_credit_day_overdue_max,0.2515259815223718,float64,69
closed_credit_day_overdue_mean,0.2515259815223718,float64,70
closed_amt_credit_sum_overdue_mean,0.2515259815223718,float64,107
closed_months_balance_size_sum,0.2515259815223718,float64,975
closed_amt_credit_sum_limit_sum,0.2515259815223718,float64,2422
closed_days_credit_min,0.2515259815223718,float64,2912
closed_days_credit_max,0.2515259815223718,float64,2921
closed_amt_credit_sum_debt_sum,0.2515259815223718,float64,6087
closed_days_credit_update_mean,0.2515259815223718,float64,40089
closed_days_credit_mean,0.2515259815223718,float64,44872
closed_amt_credit_sum_max,0.2515259815223718,float64,69096
closed_amt_credit_sum_sum,0.2515259815223718,float64,168808
closed_amt_credit_sum_mean,0.2515259815223718,float64,171557
buro_amt_credit_sum_limit_mean,0.21160168711606564,float64,38950
ext_source_3,0.19825564946489024,float64,814
days_employed,0.1800739495361081,float64,12573
days_employed_perc,0.1800739495361081,float64,249430
buro_amt_credit_sum_debt_max,0.1670856273190529,float64,138942
buro_amt_credit_sum_debt_mean,0.1670856273190529,float64,169330
buro_days_credit_enddate_min,0.15046486746643165,float64,6828
buro_days_credit_enddate_max,0.15046486746643165,float64,13030
buro_days_credit_enddate_mean,0.15046486746643165,float64,97903
new_bureau_debt_ratio,0.14667308386475755,float64,184774
buro_amt_credit_sum_max,0.14315446477641158,float64,65160
buro_amt_credit_sum_mean,0.14315446477641158,float64,209600
buro_credit_type_interbank_credit_mean,0.1431512128179196,float64,2
buro_credit_type_mobile_operator_loan_mean,0.1431512128179196,float64,2
buro_credit_type_loan_for_purchase_of_shares_margin_lending_mean,0.1431512128179196,float64,4
buro_credit_currency_currency_4_mean,0.1431512128179196,float64,7
buro_cnt_credit_prolong_sum,0.1431512128179196,float64,10
buro_credit_type_real_estate_loan_mean,0.1431512128179196,float64,12
buro_credit_type_loan_for_the_purchase_of_equipment_mean,0.1431512128179196,float64,14
buro_credit_active_bad_debt_mean,0.1431512128179196,float64,15
buro_credit_type_cash_loan_non_earmarked_mean,0.1431512128179196,float64,16
buro_credit_currency_currency_3_mean,0.1431512128179196,float64,33
buro_credit_type_another_type_of_loan_mean,0.1431512128179196,float64,38
buro_credit_type_unknown_type_of_loan_mean,0.1431512128179196,float64,42
buro_credit_type_loan_for_working_capital_replenishment_mean,0.1431512128179196,float64,43
buro_credit_currency_currency_2_mean,0.1431512128179196,float64,55
buro_credit_currency_currency_1_mean,0.1431512128179196,float64,57
buro_credit_type_loan_for_business_development_mean,0.1431512128179196,float64,57
buro_count,0.1431512128179196,float64,60
buro_credit_active_sold_mean,0.1431512128179196,float64,70
buro_credit_type_mortgage_mean,0.1431512128179196,float64,75
buro_credit_type_car_loan_mean,0.1431512128179196,float64,102
buro_credit_type_microloan_mean,0.1431512128179196,float64,194
buro_credit_type_credit_card_mean,0.1431512128179196,float64,295
buro_credit_active_active_mean,0.1431512128179196,float64,296
buro_credit_active_closed_mean,0.1431512128179196,float64,304
buro_credit_type_consumer_credit_mean,0.1431512128179196,float64,329
buro_credit_day_overdue_max,0.1431512128179196,float64,868
buro_months_balance_size_sum,0.1431512128179196,float64,1102
buro_credit_day_overdue_mean,0.1431512128179196,float64,1540
buro_amt_credit_sum_overdue_mean,0.1431512128179196,float64,1872
buro_days_credit_min,0.1431512128179196,float64,2922
buro_days_credit_max,0.1431512128179196,float64,2923
buro_amt_credit_sum_limit_sum,0.1431512128179196,float64,37290
buro_days_credit_update_mean,0.1431512128179196,float64,55038
buro_days_credit_mean,0.1431512128179196,float64,64555
buro_amt_credit_sum_debt_sum,0.1431512128179196,float64,155001
buro_amt_credit_sum_sum,0.1431512128179196,float64,205640
amt_req_credit_bureau_hour,0.13501806462942306,float64,5
amt_req_credit_bureau_day,0.13501806462942306,float64,9
amt_req_credit_bureau_week,0.13501806462942306,float64,9
amt_req_credit_bureau_qrt,0.13501806462942306,float64,11
amt_req_credit_bureau_mon,0.13501806462942306,float64,24
amt_req_credit_bureau_year,0.13501806462942306,float64,25
approved_amt_down_payment_min,0.1177924404972895,float64,13147
approved_amt_down_payment_max,0.1177924404972895,float64,20984
approved_amt_down_payment_mean,0.1177924404972895,float64,48510
approved_rate_down_payment_min,0.1177924404972895,float64,72250
approved_rate_down_payment_max,0.1177924404972895,float64,116886
approved_rate_down_payment_mean,0.1177924404972895,float64,161091
prev_amt_down_payment_min,0.1102609046298133,float64,12334
prev_amt_down_payment_max,0.1102609046298133,float64,21520
prev_amt_down_payment_mean,0.1102609046298133,float64,54126
prev_rate_down_payment_min,0.1102609046298133,float64,64767
prev_rate_down_payment_max,0.1102609046298133,float64,118253
prev_rate_down_payment_mean,0.1102609046298133,float64,166778
approved_amt_goods_price_min,0.059917335215133316,float64,48263
approved_amt_goods_price_max,0.059917335215133316,float64,50746
approved_amt_goods_price_mean,0.059917335215133316,float64,166607
pos_name_contract_status_xna_mean,0.05875313407499667,float64,3
pos_name_contract_status_amortized_debt_mean,0.05875313407499667,float64,12
pos_name_contract_status_canceled_mean,0.05875313407499667,float64,12
pos_months_balance_max,0.05875313407499667,float64,96
pos_sk_dpd_def_max,0.05875313407499667,float64,200
pos_name_contract_status_approved_mean,0.05875313407499667,float64,224
pos_months_balance_size,0.05875313407499667,float64,227
pos_count,0.05875313407499667,float64,227
pos_name_contract_status_returned_to_the_store_mean,0.05875313407499667,float64,228
pos_name_contract_status_demand_mean,0.05875313407499667,float64,234
pos_name_contract_status_signed_mean,0.05875313407499667,float64,826
pos_name_contract_status_completed_mean,0.05875313407499667,float64,1560
pos_sk_dpd_max,0.05875313407499667,float64,1919
pos_name_contract_status_active_mean,0.05875313407499667,float64,1922
pos_sk_dpd_def_mean,0.05875313407499667,float64,4471
new_pos_dpd_ratio,0.05875313407499667,float64,5930
pos_sk_dpd_mean,0.05875313407499667,float64,10768
pos_months_balance_mean,0.05875313407499667,float64,63032
approved_app_credit_perc_min,0.05676293547789156,float64,102815
approved_app_credit_perc_max,0.05676293547789156,float64,145558
approved_app_credit_perc_mean,0.05676293547789156,float64,239512
new_current_to_approved_credit_ratio,0.05676293547789156,float64,278497
approved_amt_annuity_min,0.05674017176844755,float64,149249
approved_amt_annuity_max,0.05674017176844755,float64,150768
approved_amt_annuity_mean,0.05674017176844755,float64,262536
approved_hour_appr_process_start_min,0.05673366785146355,float64,24
approved_hour_appr_process_start_max,0.05673366785146355,float64,24
approved_sk_id_prev_nunique,0.05673366785146355,float64,25
approved_count,0.05673366785146355,float64,25
approved_cnt_payment_sum,0.05673366785146355,float64,345
new_approval_rate,0.05673366785146355,float64,361
approved_hour_appr_process_start_mean,0.05673366785146355,float64,899
approved_cnt_payment_mean,0.05673366785146355,float64,1342
approved_days_decision_min,0.05673366785146355,float64,2921
approved_days_decision_max,0.05673366785146355,float64,2922
approved_days_decision_mean,0.05673366785146355,float64,34247
approved_amt_application_min,0.05673366785146355,float64,45580
approved_amt_credit_min,0.05673366785146355,float64,45649
approved_amt_application_max,0.05673366785146355,float64,50746
approved_amt_credit_max,0.05673366785146355,float64,58928
approved_amt_application_mean,0.05673366785146355,float64,168402
approved_amt_credit_mean,0.05673366785146355,float64,185459
prev_amt_goods_price_min,0.05667838455709951,float64,47005
prev_amt_goods_price_max,0.05667838455709951,float64,48658
prev_amt_goods_price_mean,0.05667838455709951,float64,185846
prev_amt_annuity_min,0.0548637917185625,float64,145161
prev_amt_annuity_max,0.0548637917185625,float64,145949
prev_amt_annuity_mean,0.0548637917185625,float64,268974
prev_cnt_payment_mean,0.0548572878015785,float64,2838
prev_app_credit_perc_min,0.05424591960508216,float64,94894
prev_app_credit_perc_max,0.05424591960508216,float64,141283
prev_app_credit_perc_mean,0.05424591960508216,float64,247321
new_credit_to_prev_credit_ratio,0.05424591960508216,float64,282628
instal_payment_perc_var,0.053875196336993954,float64,144028
instal_payment_diff_var,0.05386544046151795,float64,144113
prev_name_goods_category_animals_mean,0.05350772502739775,float64,2
prev_name_cash_loan_purpose_refusal_to_name_the_goal_mean,0.05350772502739775,float64,7
prev_name_cash_loan_purpose_money_for_a_third_person_mean,0.05350772502739775,float64,15
prev_name_cash_loan_purpose_hobby_mean,0.05350772502739775,float64,20
prev_name_goods_category_education_mean,0.05350772502739775,float64,20
prev_name_goods_category_insurance_mean,0.05350772502739775,float64,20
prev_name_goods_category_weapon_mean,0.05350772502739775,float64,20
prev_name_goods_category_additional_service_mean,0.05350772502739775,float64,21
prev_name_goods_category_fitness_mean,0.05350772502739775,float64,23
prev_hour_appr_process_start_min,0.05350772502739775,float64,24
prev_hour_appr_process_start_max,0.05350772502739775,float64,24
prev_name_goods_category_direct_sales_mean,0.05350772502739775,float64,29
prev_name_seller_industry_tourism_mean,0.05350772502739775,float64,30
prev_name_cash_loan_purpose_buying_a_garage_mean,0.05350772502739775,float64,34
prev_name_portfolio_cars_mean,0.05350772502739775,float64,34
prev_channel_type_car_dealer_mean,0.05350772502739775,float64,35
prev_name_goods_category_medicine_mean,0.05350772502739775,float64,37
prev_name_contract_type_xna_mean,0.05350772502739775,float64,40
prev_product_combination_nan_mean,0.05350772502739775,float64,40
prev_name_cash_loan_purpose_gasification_water_supply_mean,0.05350772502739775,float64,42
prev_name_goods_category_other_mean,0.05350772502739775,float64,47
prev_name_cash_loan_purpose_business_development_mean,0.05350772502739775,float64,48
prev_name_seller_industry_jewelry_mean,0.05350772502739775,float64,50
prev_product_combination_pos_others_without_interest_mean,0.05350772502739775,float64,50
prev_name_type_suite_group_of_people_mean,0.05350772502739775,float64,51
prev_name_cash_loan_purpose_buying_a_holiday_home_land_mean,0.05350772502739775,float64,52
prev_name_payment_type_cashless_from_the_account_of_the_employer_mean,0.05350772502739775,float64,52
prev_name_cash_loan_purpose_car_repairs_mean,0.05350772502739775,float64,53
prev_name_goods_category_gardening_mean,0.05350772502739775,float64,53
prev_name_goods_category_sport_and_leisure_mean,0.05350772502739775,float64,54
prev_name_goods_category_vehicles_mean,0.05350772502739775,float64,54
prev_name_goods_category_office_appliances_mean,0.05350772502739775,float64,55
prev_name_goods_category_tourism_mean,0.05350772502739775,float64,55
prev_name_cash_loan_purpose_furniture_mean,0.05350772502739775,float64,56
prev_name_cash_loan_purpose_purchase_of_electronic_equipment_mean,0.05350772502739775,float64,57
prev_name_cash_loan_purpose_wedding_gift_holiday_mean,0.05350772502739775,float64,57
prev_code_reject_reason_system_mean,0.05350772502739775,float64,57
prev_name_seller_industry_mlm_partners_mean,0.05350772502739775,float64,60
prev_name_cash_loan_purpose_buying_a_home_mean,0.05350772502739775,float64,62
prev_name_goods_category_medical_supplies_mean,0.05350772502739775,float64,62
prev_sk_id_prev_nunique,0.05350772502739775,float64,65
prev_count,0.05350772502739775,float64,65
prev_name_cash_loan_purpose_education_mean,0.05350772502739775,float64,67
prev_name_goods_category_homewares_mean,0.05350772502739775,float64,68
prev_name_seller_industry_auto_technology_mean,0.05350772502739775,float64,68
prev_name_cash_loan_purpose_buying_a_new_car_mean,0.05350772502739775,float64,71
prev_name_cash_loan_purpose_journey_mean,0.05350772502739775,float64,72
prev_name_type_suite_other_a_mean,0.05350772502739775,float64,73
prev_name_cash_loan_purpose_everyday_expenses_mean,0.05350772502739775,float64,74
prev_name_client_type_xna_mean,0.05350772502739775,float64,77
prev_product_combination_pos_industry_without_interest_mean,0.05350772502739775,float64,80
prev_name_goods_category_jewelry_mean,0.05350772502739775,float64,81
prev_name_cash_loan_purpose_medicine_mean,0.05350772502739775,float64,82
prev_code_reject_reason_verif_mean,0.05350772502739775,float64,83
prev_name_goods_category_auto_accessories_mean,0.05350772502739775,float64,84
prev_name_cash_loan_purpose_payments_on_other_loans_mean,0.05350772502739775,float64,85
prev_name_cash_loan_purpose_building_a_house_or_an_annex_mean,0.05350772502739775,float64,98
prev_name_payment_type_non_cash_from_your_account_mean,0.05350772502739775,float64,98
prev_name_cash_loan_purpose_buying_a_used_car_mean,0.05350772502739775,float64,100
prev_product_combination_pos_mobile_without_interest_mean,0.05350772502739775,float64,102
prev_code_reject_reason_xna_mean,0.05350772502739775,float64,104
prev_name_type_suite_other_b_mean,0.05350772502739775,float64,104
prev_name_goods_category_photo_cinema_equipment_mean,0.05350772502739775,float64,108
prev_name_seller_industry_industry_mean,0.05350772502739775,float64,110
prev_name_goods_category_construction_materials_mean,0.05350772502739775,float64,117
prev_name_seller_industry_construction_mean,0.05350772502739775,float64,117
prev_name_contract_status_unused_offer_mean,0.05350772502739775,float64,118
prev_code_reject_reason_client_mean,0.05350772502739775,float64,118
prev_product_combination_pos_other_with_interest_mean,0.05350772502739775,float64,118
prev_name_seller_industry_clothing_mean,0.05350772502739775,float64,125
prev_name_cash_loan_purpose_urgent_needs_mean,0.05350772502739775,float64,126
prev_name_type_suite_children_mean,0.05350772502739775,float64,126
